lineup_ids,lineup_names,points_for,points_against,total_duration,total_stints,net_points,net_per_60,lineup_side,lineup_display,lineup_ids_tuple,team_id,team_name,avg_player_impact,duration_score,stint_score,recommendation_score
"('1739', '1741', '1742', '2046', '452')","['Ruben Patterson', 'Jelani McCoy', 'Shammond Williams', 'Desmond Mason', 'Vin Baker']",0,1,4,1,-1,-15.0,home,Ruben Patterson | Jelani McCoy | Shammond Williams | Desmond Mason | Vin Baker,"('1739', '1741', '1742', '2046', '452')",1610612760,Oklahoma City Thunder,0.008318847303662742,0.021621621621621623,0.08333333333333333,-14.886726197741382
"('1477', '1554', '1853', '190', '193')","['Bruce Bowen', 'Jamal Robinson', 'Anthony Carter', 'Duane Causwell', 'Anthony Mason']",0,2,8,1,-2,-15.0,home,Bruce Bowen | Jamal Robinson | Anthony Carter | Duane Causwell | Anthony Mason,"('1477', '1554', '1853', '190', '193')",1610612748,Miami Heat,-0.01365278830548384,0.043243243243243246,0.08333333333333333,-14.887076211728907
"('1502', '1531', '1716', '228', '302')","['Adonal Foyle', 'Marc Jackson', 'Larry Hughes', 'Adam Keefe', 'Mookie Blaylock']",0,2,8,1,-2,-15.0,home,Adonal Foyle | Marc Jackson | Larry Hughes | Adam Keefe | Mookie Blaylock,"('1502', '1531', '1716', '228', '302')",1610612744,Golden State Warriors,-0.01415569828406242,0.043243243243243246,0.08333333333333333,-14.887579121707486
"('1727', '2034', '353', '42', '448')","['Pat Garrity', 'Mike Miller', 'Darrell Armstrong', 'Monty Williams', 'Bo Outlaw']",0,2,8,1,-2,-15.0,home,Pat Garrity | Mike Miller | Darrell Armstrong | Monty Williams | Bo Outlaw,"('1727', '2034', '353', '42', '448')",1610612753,Orlando Magic,-0.014602527116910041,0.043243243243243246,0.08333333333333333,-14.888025950540333
"('1506', '1733', '1886', '365', '397')","['Austin Croshere', 'Al Harrington', 'Jonathan Bender', 'Derrick McKey', 'Reggie Miller']",0,2,8,1,-2,-15.0,home,Austin Croshere | Al Harrington | Jonathan Bender | Derrick McKey | Reggie Miller,"('1506', '1733', '1886', '365', '397')",1610612754,Indiana Pacers,-0.014802983924791319,0.043243243243243246,0.08333333333333333,-14.888226407348215
"('1718', '677', '77', '952', '958')","['Paul Pierce', 'Eric Williams', 'Doug Overton', 'Antoine Walker', 'Vitaly Potapenko']",0,2,8,1,-2,-15.0,home,Paul Pierce | Eric Williams | Doug Overton | Antoine Walker | Vitaly Potapenko,"('1718', '677', '77', '952', '958')",1610612738,Boston Celtics,-0.01727002092806748,0.043243243243243246,0.08333333333333333,-14.890693444351491
"('1023', '1739', '1740', '1742', '2106')","['Emanual Davis', 'Ruben Patterson', 'Rashard Lewis', 'Shammond Williams', 'Ruben Wolkowyski']",2,3,4,1,-1,-15.0,home,Emanual Davis | Ruben Patterson | Rashard Lewis | Shammond Williams | Ruben Wolkowyski,"('1023', '1739', '1740', '1742', '2106')",1610612760,Oklahoma City Thunder,0.004222697335583939,0.021621621621621623,0.08333333333333333,-14.890822347709461
"('1110', '1721', '426', '45', '89')","['Mark Strickland', 'Keon Clark', 'Terry Davis', 'George McCloud', 'Nick Van Exel']",0,1,4,1,-1,-15.0,home,Mark Strickland | Keon Clark | Terry Davis | George McCloud | Nick Van Exel,"('1110', '1721', '426', '45', '89')",1610612743,Denver Nuggets,0.00204735434033164,0.021621621621621623,0.08333333333333333,-14.892997690704712
"('1541', '1600', '1713', '349', '788')","['Alvin Williams', 'Kornel David', 'Vince Carter', 'Mark Jackson', 'Kevin Willis']",0,1,4,1,-1,-15.0,home,Alvin Williams | Kornel David | Vince Carter | Mark Jackson | Kevin Willis,"('1541', '1600', '1713', '349', '788')",1610612761,Toronto Raptors,0.0018124033548191996,0.021621621621621623,0.08333333333333333,-14.893232641690226
"('1719', '176', '21', '278', '905')","['Bonzi Wells', 'Antonio Harvey', 'Greg Anthony', 'Stacey Augmon', 'Dale Davis']",0,1,4,1,-1,-15.0,home,Bonzi Wells | Antonio Harvey | Greg Anthony | Stacey Augmon | Dale Davis,"('1719', '176', '21', '278', '905')",1610612757,Portland Trail Blazers,-0.0013561940869978605,0.021621621621621623,0.08333333333333333,-14.896401239132043
"('1110', '123', '1505', '1899', '686')","['Mark Strickland', 'Robert Pack', 'Tariq Abdul-Wahad', 'James Posey', 'Antonio McDyess']",0,1,4,1,-1,-15.0,home,Mark Strickland | Robert Pack | Tariq Abdul-Wahad | James Posey | Antonio McDyess,"('1110', '123', '1505', '1899', '686')",1610612743,Denver Nuggets,-0.003209908477848981,0.021621621621621623,0.08333333333333333,-14.898254953522894
"('111', '1497', '1725', '324', '417')","['LaPhonso Ellis', 'Chauncey Billups', 'Rasho Nesterovic', 'Anthony Peeler', 'Sam Mitchell']",0,1,4,1,-1,-15.0,home,LaPhonso Ellis | Chauncey Billups | Rasho Nesterovic | Anthony Peeler | Sam Mitchell,"('111', '1497', '1725', '324', '417')",1610612750,Minnesota Timberwolves,-0.00398819683870908,0.021621621621621623,0.08333333333333333,-14.899033241883753
"('15', '1885', '1985', '2032', '2047')","['Eric Piatkowski', 'Lamar Odom', 'Zendon Hamilton', 'Darius Miles', 'Quentin Richardson']",1,2,4,1,-1,-15.0,home,Eric Piatkowski | Lamar Odom | Zendon Hamilton | Darius Miles | Quentin Richardson,"('15', '1885', '1985', '2032', '2047')",1610612746,Los Angeles Clippers,-0.00588684485072134,0.021621621621621623,0.08333333333333333,-14.900931889895766
"('1897', '1913', '2033', '2062', '697')","['Metta World Peace', 'Michael Ruffin', 'Marcus Fizer', 'A.J. Guyton', 'Fred Hoiberg']",0,2,8,1,-2,-15.0,home,Metta World Peace | Michael Ruffin | Marcus Fizer | A.J. Guyton | Fred Hoiberg,"('1897', '1913', '2033', '2062', '697')",1610612741,Chicago Bulls,-0.030584467498915878,0.043243243243243246,0.08333333333333333,-14.904007890922339
"('1477', '1853', '193', '896', '920')","['Bruce Bowen', 'Anthony Carter', 'Anthony Mason', 'Tim Hardaway', 'A.C. Green']",0,1,4,1,-1,-15.0,home,Bruce Bowen | Anthony Carter | Anthony Mason | Tim Hardaway | A.C. Green,"('1477', '1853', '193', '896', '920')",1610612748,Miami Heat,-0.00940487533470466,0.021621621621621623,0.08333333333333333,-14.904449920379749
"('1500', '1882', '1897', '1913', '2062')","['Ron Mercer', 'Elton Brand', 'Metta World Peace', 'Michael Ruffin', 'A.J. Guyton']",1,2,4,1,-1,-15.0,home,Ron Mercer | Elton Brand | Metta World Peace | Michael Ruffin | A.J. Guyton,"('1500', '1882', '1897', '1913', '2062')",1610612741,Chicago Bulls,-0.02150017839510776,0.021621621621621623,0.08333333333333333,-14.916545223440153
"('1088', '1112', '146', '2043', '711')","['Chucky Atkins', 'Ben Wallace', 'Jud Buechler', 'Mateen Cleaves', 'Jerry Stackhouse']",6,15,35,3,-9,-15.428571428571429,home,Chucky Atkins | Ben Wallace | Jud Buechler | Mateen Cleaves | Jerry Stackhouse,"('1088', '1112', '146', '2043', '711')",1610612765,Detroit Pistons,-0.0009675497031128398,0.1891891891891892,0.25,-14.990349789085352
"('1714', '1889', '1892', '221', '423')","['Robert Traylor', 'Andre Miller', 'Trajan Langdon', 'Clar. Weatherspoon', 'Chris Gatling']",2,11,35,3,-9,-15.428571428571429,home,Robert Traylor | Andre Miller | Trajan Langdon | Clar. Weatherspoon | Chris Gatling,"('1714', '1889', '1892', '221', '423')",1610612739,Cleveland Cavaliers,-0.00885335635547352,0.1891891891891892,0.25,-14.998235595737713
"('1717', '2059', '714', '762', '93')","['Dirk Nowitzki', 'Eduardo Najera', 'Michael Finley', 'Shawn Bradley', 'Hubert Davis']",-103,-81,83,3,-22,-15.903614457831326,home,Dirk Nowitzki | Eduardo Najera | Michael Finley | Shawn Bradley | Hubert Davis,"('1717', '2059', '714', '762', '93')",1610612742,Dallas Mavericks,-0.019303643901267382,0.4486486486486487,0.25,-15.224269453083945
"('1533', '1544', '1728', '1891', '2035')","['Anthony Johnson', 'Chris Crawford', 'Roshown McLeod', 'Jason Terry', 'DerMarr Johnson']",-89,-67,82,5,-22,-16.097560975609756,home,Anthony Johnson | Chris Crawford | Roshown McLeod | Jason Terry | DerMarr Johnson,"('1533', '1544', '1728', '1891', '2035')",1610612737,Atlanta Hawks,-0.01686865654660254,0.44324324324324327,0.4166666666666667,-15.25451972224645
"('1000', '1005', '1508', '165', '1749')","['Shandon Anderson', 'Walt Williams', 'Maurice Taylor', 'Hakeem Olajuwon', 'Cuttino Mobley']",2,8,23,3,-6,-15.652173913043478,home,Shandon Anderson | Walt Williams | Maurice Taylor | Hakeem Olajuwon | Cuttino Mobley,"('1000', '1005', '1508', '165', '1749')",1610612745,Houston Rockets,0.0011170986356094797,0.12432432432432433,0.25,-15.276732490083546
"('1477', '1853', '190', '224', '920')","['Bruce Bowen', 'Anthony Carter', 'Duane Causwell', 'Eddie Jones', 'A.C. Green']",0,6,23,2,-6,-15.652173913043478,home,Bruce Bowen | Anthony Carter | Duane Causwell | Eddie Jones | A.C. Green,"('1477', '1853', '190', '224', '920')",1610612748,Miami Heat,-0.002627015978336139,0.12432432432432433,0.16666666666666666,-15.363809938030824
"('1565', '1600', '2050', '209', '213')","['Michael Stewart', 'Kornel David', 'Morris Peterson', 'Dell Curry', 'Antonio Davis']",1,7,23,1,-6,-15.652173913043478,home,Michael Stewart | Kornel David | Morris Peterson | Dell Curry | Antonio Davis,"('1565', '1600', '2050', '209', '213')",1610612761,Toronto Raptors,-0.020702623414575922,0.12432432432432433,0.08333333333333333,-15.465218878800396
"('1853', '190', '193', '224', '896')","['Anthony Carter', 'Duane Causwell', 'Anthony Mason', 'Eddie Jones', 'Tim Hardaway']",4,9,19,2,-5,-15.789473684210526,home,Anthony Carter | Duane Causwell | Anthony Mason | Eddie Jones | Tim Hardaway,"('1853', '190', '193', '224', '896')",1610612748,Miami Heat,-0.009846809217475641,0.10270270270270271,0.16666666666666666,-15.529951124058632
"('1713', '213', '349', '722', '788')","['Vince Carter', 'Antonio Davis', 'Mark Jackson', 'Corliss Williamson', 'Kevin Willis']",2,7,19,1,-5,-15.789473684210526,home,Vince Carter | Antonio Davis | Mark Jackson | Corliss Williamson | Kevin Willis,"('1713', '213', '349', '722', '788')",1610612761,Toronto Raptors,0.025874403765423083,0.10270270270270271,0.08333333333333333,-15.577563244409067
"('1000', '1508', '165', '1749', '1883')","['Shandon Anderson', 'Maurice Taylor', 'Hakeem Olajuwon', 'Cuttino Mobley', 'Steve Francis']",0,5,19,1,-5,-15.789473684210526,home,Shandon Anderson | Maurice Taylor | Hakeem Olajuwon | Cuttino Mobley | Steve Francis,"('1000', '1508', '165', '1749', '1883')",1610612745,Houston Rockets,0.004958565097447081,0.10270270270270271,0.08333333333333333,-15.598479083077043
"('1733', '1886', '365', '397', '64')","['Al Harrington', 'Jonathan Bender', 'Derrick McKey', 'Reggie Miller', 'Sam Perkins']",0,4,15,2,-4,-16.0,home,Al Harrington | Jonathan Bender | Derrick McKey | Reggie Miller | Sam Perkins,"('1733', '1886', '365', '397', '64')",1610612754,Indiana Pacers,-0.01112342818641208,0.08108108108108109,0.16666666666666666,-15.763375680438665
"('208', '299', '679', '911', '951')","['Sam Cassell', 'Glenn Robinson', 'Jason Caffey', 'Ervin Johnson', 'Ray Allen']",2,6,15,1,-4,-16.0,home,Sam Cassell | Glenn Robinson | Jason Caffey | Ervin Johnson | Ray Allen,"('208', '299', '679', '911', '951')",1610612749,Milwaukee Bucks,-0.008576001498289939,0.08108108108108109,0.08333333333333333,-15.844161587083876
"('1501', '1747', '283', '299', '679')","['Tim Thomas', 'Rafer Alston', 'Lindsey Hunter', 'Glenn Robinson', 'Jason Caffey']",3,7,15,1,-4,-16.0,home,Tim Thomas | Rafer Alston | Lindsey Hunter | Glenn Robinson | Jason Caffey,"('1501', '1747', '283', '299', '679')",1610612749,Milwaukee Bucks,-0.016476331466710323,0.08108108108108109,0.08333333333333333,-15.852061917052295
"('147', '1743', '1886', '1902', '440')","['Jalen Rose', 'Bruno Sundov', 'Jonathan Bender', 'Jeff Foster', 'Zan Tabak']",2,9,26,1,-7,-16.153846153846153,home,Jalen Rose | Bruno Sundov | Jonathan Bender | Jeff Foster | Zan Tabak,"('147', '1743', '1886', '1902', '440')",1610612754,Indiana Pacers,-0.006179743867841059,0.14054054054054055,0.08333333333333333,-15.936152023840117
"('1600', '1713', '209', '213', '349')","['Kornel David', 'Vince Carter', 'Dell Curry', 'Antonio Davis', 'Mark Jackson']",2,8,22,2,-6,-16.363636363636363,home,Kornel David | Vince Carter | Dell Curry | Antonio Davis | Mark Jackson,"('1600', '1713', '209', '213', '349')",1610612761,Toronto Raptors,0.004766303112403621,0.11891891891891893,0.16666666666666666,-16.073284474938372
"('15', '2032', '2047', '399', '976')","['Eric Piatkowski', 'Darius Miles', 'Quentin Richardson', 'Sean Rooks', 'Jeff McInnis']",1,7,22,2,-6,-16.363636363636363,home,Eric Piatkowski | Darius Miles | Quentin Richardson | Sean Rooks | Jeff McInnis,"('15', '2032', '2047', '399', '976')",1610612746,Los Angeles Clippers,-0.0008501508888050001,0.11891891891891893,0.16666666666666666,-16.078900928939582
"('1112', '146', '1630', '2043', '344')","['Ben Wallace', 'Jud Buechler', 'Mikki Moore', 'Mateen Cleaves', 'Dana Barros']",-84,-66,65,2,-18,-16.615384615384617,home,Ben Wallace | Jud Buechler | Mikki Moore | Mateen Cleaves | Dana Barros,"('1112', '146', '1630', '2043', '344')",1610612765,Detroit Pistons,0.0017439576345954395,0.35135135135135137,0.16666666666666666,-16.095622639732003
"('1521', '1900', '252', '304', '731')","['Jacque Vaughn', 'Quincy Lewis', 'Karl Malone', 'John Stockton', 'Greg Ostertag']",1,7,22,1,-6,-16.363636363636363,home,Jacque Vaughn | Quincy Lewis | Karl Malone | John Stockton | Greg Ostertag,"('1521', '1900', '252', '304', '731')",1610612762,Utah Jazz,0.023329050207170198,0.11891891891891893,0.08333333333333333,-16.138055061176942
"('1732', '1751', '393', '436', '782')","['Felipe Lopez', 'Jahidi White', 'Rod Strickland', 'Juwan Howard', 'Mitch Richmond']",0,3,11,1,-3,-16.363636363636363,home,Felipe Lopez | Jahidi White | Rod Strickland | Juwan Howard | Mitch Richmond,"('1732', '1751', '393', '436', '782')",1610612764,Washington Wizards,0.0192176596617488,0.05945945945945946,0.08333333333333333,-16.20162591118182
"('1536', '1915', '2030', '271', '29')","['Stephen Jackson', 'Evan Eschmeyer', 'Kenyon Martin', 'Johnny Newman', 'Jim McIlvaine']",2,5,11,1,-3,-16.363636363636363,home,Stephen Jackson | Evan Eschmeyer | Kenyon Martin | Johnny Newman | Jim McIlvaine,"('1536', '1915', '2030', '271', '29')",1610612751,Brooklyn Nets,0.0002149906609125979,0.05945945945945946,0.08333333333333333,-16.22062858018266
"('1709', '1885', '2032', '2047', '400')","['Michael Olowokandi', 'Lamar Odom', 'Darius Miles', 'Quentin Richardson', 'Derek Strong']",0,3,11,1,-3,-16.363636363636363,home,Michael Olowokandi | Lamar Odom | Darius Miles | Quentin Richardson | Derek Strong,"('1709', '1885', '2032', '2047', '400')",1610612746,Los Angeles Clippers,-0.015809993483930022,0.05945945945945946,0.08333333333333333,-16.2366535643275
"('1594', '1718', '1914', '677', '952')","['Rick Brunson', 'Paul Pierce', 'Chris Herren', 'Eric Williams', 'Antoine Walker']",2,10,29,1,-8,-16.551724137931036,home,Rick Brunson | Paul Pierce | Chris Herren | Eric Williams | Antoine Walker,"('1594', '1718', '1914', '677', '952')",1610612738,Boston Celtics,-0.02960956938716266,0.15675675675675677,0.08333333333333333,-16.34124361722811
"('1503', '1727', '353', '42', '680')","['Tracy McGrady', 'Pat Garrity', 'Darrell Armstrong', 'Monty Williams', 'John Amaechi']",0,7,25,2,-7,-16.8,home,Tracy McGrady | Pat Garrity | Darrell Armstrong | Monty Williams | John Amaechi,"('1503', '1727', '353', '42', '680')",1610612753,Orlando Magic,-0.01249002917358378,0.13513513513513514,0.16666666666666666,-16.51068822737178
"('1495', '1498', '198', '251', '345')","['Tim Duncan', 'Antonio Daniels', 'Danny Ferry', 'Sean Elliott', 'Terry Porter']",2,6,14,3,-4,-17.142857142857142,home,Tim Duncan | Antonio Daniels | Danny Ferry | Sean Elliott | Terry Porter,"('1495', '1498', '198', '251', '345')",1610612759,San Antonio Spurs,-0.00375871338600236,0.07567567567567568,0.25,-16.82094018056747
"('124', '1715', '185', '2045', '57')","['Vlade Divac', 'Jason Williams', 'Chris Webber', 'Hedo Turkoglu', 'Doug Christie']",2,8,21,2,-6,-17.142857142857142,home,Vlade Divac | Jason Williams | Chris Webber | Hedo Turkoglu | Doug Christie,"('124', '1715', '185', '2045', '57')",1610612758,Sacramento Kings,0.015862183718399578,0.11351351351351352,0.16666666666666666,-16.84681477895856
"('1521', '178', '1900', '304', '923')","['Jacque Vaughn', 'Olden Polynice', 'Quincy Lewis', 'John Stockton', 'Donyell Marshall']",2,8,21,2,-6,-17.142857142857142,home,Jacque Vaughn | Olden Polynice | Quincy Lewis | John Stockton | Donyell Marshall,"('1521', '178', '1900', '304', '923')",1610612762,Utah Jazz,0.015353041587892219,0.11351351351351352,0.16666666666666666,-16.847323921089068
"('133', '1944', '2048', '695', '922')","['David Wesley', 'Eddie Robinson', 'Jamaal Magloire', 'Eldridge Recasner', 'Elden Campbell']",0,2,7,3,-2,-17.142857142857142,home,David Wesley | Eddie Robinson | Jamaal Magloire | Eldridge Recasner | Elden Campbell,"('133', '1944', '2048', '695', '922')",1610612766,Charlotte Hornets,0.00601150450431854,0.03783783783783784,0.25,-16.849007800514986
"('15', '2032', '2039', '2047', '399')","['Eric Piatkowski', 'Darius Miles', 'Keyon Dooling', 'Quentin Richardson', 'Sean Rooks']",0,4,14,2,-4,-17.142857142857142,home,Eric Piatkowski | Darius Miles | Keyon Dooling | Quentin Richardson | Sean Rooks,"('15', '2032', '2039', '2047', '399')",1610612746,Los Angeles Clippers,-0.00199524391116636,0.07567567567567568,0.16666666666666666,-16.902510044425966
"('1717', '2059', '363', '458', '714')","['Dirk Nowitzki', 'Eduardo Najera', 'Christian Laettner', 'Howard Eisley', 'Michael Finley']",0,2,7,2,-2,-17.142857142857142,home,Dirk Nowitzki | Eduardo Najera | Christian Laettner | Howard Eisley | Michael Finley,"('1717', '2059', '363', '458', '714')",1610612742,Dallas Mavericks,-0.012639315196279598,0.03783783783783784,0.16666666666666666,-16.950991953548915
"('1501', '208', '299', '679', '760')","['Tim Thomas', 'Sam Cassell', 'Glenn Robinson', 'Jason Caffey', 'Jerome Kersey']",0,2,7,2,-2,-17.142857142857142,home,Tim Thomas | Sam Cassell | Glenn Robinson | Jason Caffey | Jerome Kersey,"('1501', '208', '299', '679', '760')",1610612749,Milwaukee Bucks,-0.013274359757310719,0.03783783783783784,0.16666666666666666,-16.951626998109948
"('1074', '1533', '1683', '1891', '2069')","['Matt Maloney', 'Anthony Johnson', 'Larry Robinson', 'Jason Terry', 'Hanno Mottola']",1,3,7,2,-2,-17.142857142857142,home,Matt Maloney | Anthony Johnson | Larry Robinson | Jason Terry | Hanno Mottola,"('1074', '1533', '1683', '1891', '2069')",1610612737,Atlanta Hawks,-0.017664588128977244,0.03783783783783784,0.16666666666666666,-16.956017226481613
"('1548', '1559', '1718', '179', '2040')","['Mark Blount', 'Adrian Griffin', 'Paul Pierce', 'Bryant Stith', 'Jerome Moiso']",0,2,7,2,-2,-17.142857142857142,home,Mark Blount | Adrian Griffin | Paul Pierce | Bryant Stith | Jerome Moiso,"('1548', '1559', '1718', '179', '2040')",1610612738,Boston Celtics,-0.0206703385863442,0.03783783783783784,0.16666666666666666,-16.959022976938982
"('1554', '193', '2067', '258', '896')","['Jamal Robinson', 'Anthony Mason', 'Eddie House', 'Brian Grant', 'Tim Hardaway']",1,3,7,2,-2,-17.142857142857142,home,Jamal Robinson | Anthony Mason | Eddie House | Brian Grant | Tim Hardaway,"('1554', '193', '2067', '258', '896')",1610612748,Miami Heat,-0.0219880162988833,0.03783783783783784,0.16666666666666666,-16.96034065465152
"('1501', '2072', '283', '679', '951')","['Tim Thomas', 'Michael Redd', 'Lindsey Hunter', 'Jason Caffey', 'Ray Allen']",0,6,21,1,-6,-17.142857142857142,home,Tim Thomas | Michael Redd | Lindsey Hunter | Jason Caffey | Ray Allen,"('1501', '2072', '283', '679', '951')",1610612749,Milwaukee Bucks,-0.01939217368792906,0.11351351351351352,0.08333333333333333,-16.965402469698226
"('1724', '1882', '1897', '1913', '697')","['Bryce Drew', 'Elton Brand', 'Metta World Peace', 'Michael Ruffin', 'Fred Hoiberg']",0,2,7,2,-2,-17.142857142857142,home,Bryce Drew | Elton Brand | Metta World Peace | Michael Ruffin | Fred Hoiberg,"('1724', '1882', '1897', '1913', '697')",1610612741,Chicago Bulls,-0.02956656288781554,0.03783783783783784,0.16666666666666666,-16.967919201240452
"('1521', '1900', '252', '304', '731')","['Jacque Vaughn', 'Quincy Lewis', 'Karl Malone', 'John Stockton', 'Greg Ostertag']",0,2,7,1,-2,-17.142857142857142,home,Jacque Vaughn | Quincy Lewis | Karl Malone | John Stockton | Greg Ostertag,"('1521', '1900', '252', '304', '731')",1610612762,Utah Jazz,0.023329050207170198,0.03783783783783784,0.08333333333333333,-16.998356921478802
"('1890', '2091', '2101', '467', '915')","['Shawn Marion', 'Daniel Santiago', 'Paul McPherson', 'Jason Kidd', 'Rodney Rogers']",0,2,7,1,-2,-17.142857142857142,home,Shawn Marion | Daniel Santiago | Paul McPherson | Jason Kidd | Rodney Rogers,"('1890', '2091', '2101', '467', '915')",1610612756,Phoenix Suns,0.023195944455363982,0.03783783783783784,0.08333333333333333,-16.99849002723061
"('1709', '1730', '1838', '1885', '2039')","['Michael Olowokandi', 'Brian Skinner', 'Tyrone Nesby', 'Lamar Odom', 'Keyon Dooling']",0,4,14,1,-4,-17.142857142857142,home,Michael Olowokandi | Brian Skinner | Tyrone Nesby | Lamar Odom | Keyon Dooling,"('1709', '1730', '1838', '1885', '2039')",1610612746,Los Angeles Clippers,-0.018187347452512798,0.07567567567567568,0.08333333333333333,-17.00203548130065
"('209', '349', '722', '891', '895')","['Dell Curry', 'Mark Jackson', 'Corliss Williamson', 'Charles Oakley', 'Tyrone Corbin']",0,2,7,1,-2,-17.142857142857142,home,Dell Curry | Mark Jackson | Corliss Williamson | Charles Oakley | Tyrone Corbin,"('209', '349', '722', '891', '895')",1610612761,Toronto Raptors,0.018531664270900562,0.03783783783783784,0.08333333333333333,-17.003154307415073
"('1890', '2091', '467', '915', '960')","['Shawn Marion', 'Daniel Santiago', 'Jason Kidd', 'Rodney Rogers', 'Tony Delk']",0,2,7,1,-2,-17.142857142857142,home,Shawn Marion | Daniel Santiago | Jason Kidd | Rodney Rogers | Tony Delk,"('1890', '2091', '467', '915', '960')",1610612756,Phoenix Suns,0.017388064192996718,0.03783783783783784,0.08333333333333333,-17.004297907492976
"('124', '1517', '185', '468', '98')","['Vlade Divac', 'Bobby Jackson', 'Chris Webber', 'Jon Barry', 'Nick Anderson']",0,2,7,1,-2,-17.142857142857142,home,Vlade Divac | Bobby Jackson | Chris Webber | Jon Barry | Nick Anderson,"('124', '1517', '185', '468', '98')",1610612758,Sacramento Kings,0.01059670058305918,0.03783783783783784,0.08333333333333333,-17.011089271102914
"('1425', '1536', '1563', '1915', '271')","['Aaron Williams', 'Stephen Jackson', 'Kevin Ollie', 'Evan Eschmeyer', 'Johnny Newman']",0,2,7,1,-2,-17.142857142857142,home,Aaron Williams | Stephen Jackson | Kevin Ollie | Evan Eschmeyer | Johnny Newman,"('1425', '1536', '1563', '1915', '271')",1610612751,Brooklyn Nets,0.0029055595878015998,0.03783783783783784,0.08333333333333333,-17.01878041209817
"('1425', '1536', '1563', '271', '446')","['Aaron Williams', 'Stephen Jackson', 'Kevin Ollie', 'Johnny Newman', 'Lucious Harris']",0,2,7,1,-2,-17.142857142857142,home,Aaron Williams | Stephen Jackson | Kevin Ollie | Johnny Newman | Lucious Harris,"('1425', '1536', '1563', '271', '446')",1610612751,Brooklyn Nets,-0.0012042206569479602,0.03783783783783784,0.08333333333333333,-17.02289019234292
"('15', '1838', '2032', '2047', '399')","['Eric Piatkowski', 'Tyrone Nesby', 'Darius Miles', 'Quentin Richardson', 'Sean Rooks']",0,2,7,1,-2,-17.142857142857142,home,Eric Piatkowski | Tyrone Nesby | Darius Miles | Quentin Richardson | Sean Rooks,"('15', '1838', '2032', '2047', '399')",1610612746,Los Angeles Clippers,-0.00499194359985102,0.03783783783783784,0.08333333333333333,-17.026677915285823
"('1502', '1504', '168', '1716', '228')","['Adonal Foyle', 'Danny Fortson', 'Chris Mills', 'Larry Hughes', 'Adam Keefe']",0,2,7,1,-2,-17.142857142857142,home,Adonal Foyle | Danny Fortson | Chris Mills | Larry Hughes | Adam Keefe,"('1502', '1504', '168', '1716', '228')",1610612744,Golden State Warriors,-0.015696703148722502,0.03783783783783784,0.08333333333333333,-17.037382674834696
"('1499', '1559', '179', '2040', '677')","['Tony Battie', 'Adrian Griffin', 'Bryant Stith', 'Jerome Moiso', 'Eric Williams']",0,2,7,1,-2,-17.142857142857142,home,Tony Battie | Adrian Griffin | Bryant Stith | Jerome Moiso | Eric Williams,"('1499', '1559', '179', '2040', '677')",1610612738,Boston Celtics,-0.01585836429377156,0.03783783783783784,0.08333333333333333,-17.037544335979742
"('1499', '1559', '179', '2040', '677')","['Tony Battie', 'Adrian Griffin', 'Bryant Stith', 'Jerome Moiso', 'Eric Williams']",0,2,7,1,-2,-17.142857142857142,home,Tony Battie | Adrian Griffin | Bryant Stith | Jerome Moiso | Eric Williams,"('1499', '1559', '179', '2040', '677')",1610612738,Boston Celtics,-0.01585836429377156,0.03783783783783784,0.08333333333333333,-17.037544335979742
"('1717', '458', '714', '762', '93')","['Dirk Nowitzki', 'Howard Eisley', 'Michael Finley', 'Shawn Bradley', 'Hubert Davis']",0,2,7,1,-2,-17.142857142857142,home,Dirk Nowitzki | Howard Eisley | Michael Finley | Shawn Bradley | Hubert Davis,"('1717', '458', '714', '762', '93')",1610612742,Dallas Mavericks,-0.0168315424548932,0.03783783783783784,0.08333333333333333,-17.038517514140864
"('1498', '198', '251', '70', '955')","['Antonio Daniels', 'Danny Ferry', 'Sean Elliott', 'Steve Kerr', 'Samaki Walker']",2,4,7,1,-2,-17.142857142857142,home,Antonio Daniels | Danny Ferry | Sean Elliott | Steve Kerr | Samaki Walker,"('1498', '198', '251', '70', '955')",1610612759,San Antonio Spurs,-0.01699181694406856,0.03783783783783784,0.08333333333333333,-17.03867778863004
"('1761', '2042', '2059', '363', '93')","['Greg Buckner', 'Courtney Alexander', 'Eduardo Najera', 'Christian Laettner', 'Hubert Davis']",0,2,7,1,-2,-17.142857142857142,home,Greg Buckner | Courtney Alexander | Eduardo Najera | Christian Laettner | Hubert Davis,"('1761', '2042', '2059', '363', '93')",1610612742,Dallas Mavericks,-0.01717275159362692,0.03783783783783784,0.08333333333333333,-17.0388587232796
"('1565', '1600', '2050', '209', '213')","['Michael Stewart', 'Kornel David', 'Morris Peterson', 'Dell Curry', 'Antonio Davis']",0,2,7,1,-2,-17.142857142857142,home,Michael Stewart | Kornel David | Morris Peterson | Dell Curry | Antonio Davis,"('1565', '1600', '2050', '209', '213')",1610612761,Toronto Raptors,-0.020702623414575922,0.03783783783783784,0.08333333333333333,-17.042388595100547
"('221', '423', '441', '445', '902')","['Clar. Weatherspoon', 'Chris Gatling', 'Lamond Murray', 'Wesley Person', 'Bimbo Coles']",0,2,7,1,-2,-17.142857142857142,home,Clar. Weatherspoon | Chris Gatling | Lamond Murray | Wesley Person | Bimbo Coles,"('221', '423', '441', '445', '902')",1610612739,Cleveland Cavaliers,-0.0208140961581056,0.03783783783783784,0.08333333333333333,-17.042500067844077
