home_lineup_tuple,away_lineup_tuple,total_home_points,total_away_points,total_duration,total_stints,net_points,net_per_60
"('1051', '1497', '1725', '1887', '1895')","('1502', '1712', '1716', '302', '904')",-62,-56,79,3,-6,-4.556962025316456
"('1051', '1497', '1725', '1887', '1895')","('1502', '1712', '1716', '904', '988')",0,2,14,1,-2,-8.571428571428571
"('1051', '1497', '1725', '1887', '1895')","('1502', '1716', '228', '904', '988')",4,5,16,2,-1,-3.75
"('1051', '1497', '1725', '1887', '324')","('1495', '1498', '1507', '251', '345')",0,0,3,1,0,0.0
"('1051', '1497', '1725', '1887', '324')","('1495', '1498', '251', '345', '422')",20,20,72,3,0,0.0
"('1051', '1497', '1887', '1895', '210')","('238', '248', '689', '727', '947')",4,4,19,1,0,0.0
"('1051', '1497', '1887', '210', '324')","('1928', '243', '248', '389', '689')",2,1,7,2,1,8.571428571428571
"('1051', '1497', '1887', '210', '324')","('1928', '243', '248', '689', '727')",2,4,36,3,-2,-3.333333333333333
"('1051', '1497', '1887', '210', '324')","('238', '243', '248', '389', '689')",0,0,5,1,0,0.0
"('1051', '1497', '1887', '210', '708')","('124', '1517', '185', '468', '57')",16,4,42,3,12,17.142857142857142
"('1051', '1497', '1887', '324', '417')","('1495', '1498', '1507', '251', '345')",2,0,7,2,2,17.142857142857142
"('1051', '1497', '1887', '324', '708')","('1495', '1507', '198', '251', '422')",9,9,32,1,0,0.0
"('1051', '1497', '1895', '210', '324')","('124', '1513', '1517', '185', '468')",4,1,24,2,3,7.5
"('1051', '1497', '1895', '210', '324')","('1444', '1513', '2045', '239', '468')",0,5,15,1,-5,-20.0
"('1051', '1497', '210', '417', '708')","('124', '1517', '185', '468', '57')",12,10,36,2,2,3.333333333333333
"('1051', '1887', '1895', '210', '324')","('124', '1513', '1517', '185', '468')",4,2,14,1,2,8.571428571428571
"('1051', '1887', '1895', '324', '417')","('1495', '1498', '1507', '251', '345')",0,0,1,1,0,0.0
"('1051', '1887', '1895', '324', '708')","('1495', '1507', '198', '251', '422')",0,0,3,1,0,0.0
"('1051', '1895', '210', '324', '708')","('124', '1513', '1517', '185', '468')",4,3,20,1,1,3.0
"('1051', '210', '324', '417', '708')","('124', '1517', '185', '468', '57')",3,14,73,3,-11,-9.041095890410958
"('1065', '164', '2068', '369', '703')","('1074', '1683', '1728', '2035', '2069')",5,2,23,1,3,7.826086956521739
"('1065', '164', '26', '275', '703')","('1477', '190', '193', '224', '258')",1,2,24,3,-1,-2.5
"('1065', '164', '26', '275', '703')","('1477', '190', '193', '224', '896')",0,1,7,1,-1,-8.571428571428571
"('1065', '164', '26', '275', '703')","('1477', '190', '193', '224', '920')",0,0,1,1,0,0.0
"('1065', '164', '26', '275', '703')","('1477', '190', '193', '258', '76')",14,14,56,1,0,0.0
"('1065', '164', '26', '275', '703')","('1477', '190', '193', '258', '896')",6,0,30,2,6,12.0
"('1065', '164', '26', '275', '703')","('1477', '190', '224', '258', '76')",4,2,22,2,2,5.454545454545455
"('1065', '164', '26', '275', '703')","('1477', '193', '224', '258', '896')",4,5,21,1,-1,-2.8571428571428568
"('1065', '164', '26', '275', '779')","('1477', '1853', '190', '193', '258')",5,3,33,1,2,3.6363636363636367
"('1065', '164', '26', '275', '779')","('1477', '190', '193', '224', '258')",2,3,10,1,-1,-6.0
"('1065', '164', '26', '275', '84')","('1477', '190', '193', '224', '258')",5,2,27,2,3,6.666666666666666
"('1065', '164', '26', '275', '84')","('1477', '190', '193', '224', '896')",6,0,15,1,6,24.0
"('1065', '164', '275', '369', '703')","('1538', '1714', '423', '441', '445')",5,4,12,1,1,5.0
"('1065', '164', '275', '369', '703')","('1538', '1714', '441', '445', '980')",0,0,1,1,0,0.0
"('1065', '164', '275', '369', '703')","('1714', '1723', '423', '441', '445')",0,0,3,1,0,0.0
"('1065', '164', '275', '369', '703')","('1714', '221', '423', '441', '445')",0,0,1,1,0,0.0
"('1065', '164', '275', '369', '703')","('1723', '1889', '221', '441', '445')",-71,-69,74,3,-2,-1.6216216216216217
"('1065', '164', '275', '369', '703')","('1723', '221', '423', '441', '445')",0,3,29,4,-3,-6.206896551724138
"('1065', '164', '275', '369', '703')","('1723', '221', '441', '445', '902')",0,2,3,1,-2,-40.0
"('1065', '164', '275', '369', '779')","('1538', '1723', '1889', '221', '441')",7,4,13,1,3,13.846153846153847
"('1065', '164', '275', '703', '779')","('137', '1928', '238', '243', '248')",1,7,35,3,-6,-10.285714285714286
"('1065', '164', '275', '703', '779')","('1723', '221', '423', '441', '445')",2,2,22,3,0,0.0
"('1065', '164', '275', '703', '84')","('1477', '1853', '190', '193', '2067')",2,0,9,2,2,13.333333333333332
"('1065', '164', '275', '703', '84')","('1477', '1853', '190', '193', '224')",0,1,8,1,-1,-7.5
"('1065', '164', '275', '703', '84')","('1477', '1853', '193', '224', '258')",0,0,1,1,0,0.0
"('1065', '164', '275', '703', '84')","('1477', '193', '224', '258', '896')",0,5,26,3,-5,-11.538461538461538
"('1065', '164', '275', '703', '84')","('1541', '1713', '2050', '349', '891')",2,3,38,2,-1,-1.5789473684210527
"('1065', '164', '275', '703', '84')","('1853', '190', '2067', '224', '258')",4,0,26,2,4,9.230769230769232
"('1065', '164', '275', '703', '84')","('1853', '190', '224', '258', '896')",0,0,1,1,0,0.0
"('1065', '164', '275', '703', '84')","('1853', '193', '224', '258', '896')",0,0,3,1,0,0.0
"('1065', '164', '275', '703', '913')","('137', '1928', '238', '243', '248')",7,17,5,3,-10,-120.0
"('1065', '164', '275', '84', '948')","('1477', '193', '224', '258', '896')",2,3,8,1,-1,-7.5
"('1065', '164', '369', '703', '779')","('1538', '1714', '441', '445', '980')",2,0,6,1,2,20.0
"('1065', '164', '369', '703', '779')","('1714', '1723', '423', '441', '445')",5,13,34,1,-8,-14.117647058823529
"('1065', '164', '703', '779', '84')","('1541', '1713', '2050', '349', '891')",6,15,49,3,-9,-11.020408163265307
"('1065', '2068', '275', '280', '779')","('137', '1737', '1908', '1928', '2143')",3,5,22,1,-2,-5.454545454545455
"('1065', '2068', '275', '280', '779')","('137', '1908', '1928', '243', '248')",6,2,31,1,4,7.741935483870968
"('1065', '2068', '275', '280', '779')","('137', '1928', '243', '248', '689')",0,1,3,1,-1,-20.0
"('1065', '2068', '275', '280', '779')","('1928', '243', '248', '689', '947')",3,4,20,2,-1,-3.0
"('1065', '2068', '275', '703', '779')","('137', '1928', '238', '243', '248')",3,2,10,1,1,6.0
"('1065', '2068', '275', '703', '913')","('133', '1884', '2048', '469', '901')",0,1,17,2,-1,-3.5294117647058822
"('1065', '2068', '280', '779', '969')","('133', '1884', '1906', '2048', '469')",0,0,4,1,0,0.0
"('1065', '2068', '369', '703', '913')","('133', '1884', '2048', '469', '901')",2,5,24,1,-3,-7.5
"('1065', '2068', '703', '779', '913')","('133', '1884', '2048', '469', '901')",0,0,3,1,0,0.0
"('1065', '2068', '703', '779', '913')","('133', '1884', '2048', '469', '934')",2,2,17,1,0,0.0
"('1065', '2068', '703', '779', '948')","('133', '1884', '2048', '469', '901')",0,6,17,1,-6,-21.176470588235297
"('1065', '275', '369', '703', '779')","('137', '1928', '238', '243', '248')",3,10,35,4,-7,-12.0
"('1065', '275', '369', '703', '913')","('133', '1884', '2048', '469', '901')",17,10,103,5,7,4.077669902912621
"('1065', '275', '703', '779', '84')","('1541', '1713', '2050', '213', '349')",6,5,27,2,1,2.2222222222222223
"('1065', '275', '703', '779', '84')","('1541', '1713', '2050', '349', '891')",17,5,51,4,12,14.117647058823529
"('1065', '275', '703', '779', '913')","('133', '1884', '1906', '2048', '934')",2,0,10,1,2,12.0
"('1065', '369', '703', '779', '913')","('133', '1884', '1906', '2048', '469')",0,2,13,1,-2,-9.230769230769232
"('1065', '369', '703', '779', '913')","('133', '1884', '1906', '2048', '934')",0,0,11,2,0,0.0
"('1074', '1533', '1544', '1683', '1728')","('133', '136', '1944', '695', '765')",5,17,53,2,-12,-13.584905660377359
"('1074', '1533', '1544', '1683', '1728')","('133', '1944', '469', '695', '765')",1,4,17,2,-3,-10.588235294117649
"('1074', '1533', '1544', '1683', '1728')","('1607', '1727', '2034', '42', '680')",9,4,21,4,5,14.285714285714285
"('1074', '1533', '1544', '1683', '1728')","('1607', '1727', '353', '448', '680')",8,13,30,1,-5,-10.0
"('1074', '1533', '1544', '1683', '1728')","('1727', '2034', '353', '42', '680')",28,23,117,10,5,2.5641025641025643
"('1074', '1533', '1544', '1683', '1728')","('2034', '353', '42', '448', '680')",0,-1,26,1,1,2.307692307692308
"('1074', '1533', '1544', '1683', '1898')","('137', '238', '243', '389', '761')",0,0,5,1,0,0.0
"('1074', '1533', '1544', '1683', '1898')","('137', '243', '248', '389', '689')",0,1,3,1,-1,-20.0
"('1074', '1533', '1544', '1683', '1898')","('137', '243', '389', '689', '761')",4,2,41,2,2,2.926829268292683
"('1074', '1533', '1544', '1683', '1898')","('137', '243', '389', '689', '947')",0,0,2,1,0,0.0
"('1074', '1533', '1544', '1683', '1898')","('137', '248', '389', '689', '947')",0,1,13,1,-1,-4.615384615384616
"('1074', '1533', '1544', '1683', '1898')","('238', '243', '389', '689', '727')",10,17,47,1,-7,-8.936170212765957
"('1074', '1533', '1544', '1683', '1898')","('238', '243', '689', '727', '761')",16,8,70,5,8,6.857142857142857
"('1074', '1533', '1544', '1683', '1898')","('238', '248', '389', '689', '727')",5,6,9,1,-1,-6.666666666666666
"('1074', '1533', '1544', '1683', '1898')","('238', '389', '689', '727', '761')",4,6,29,2,-2,-4.137931034482759
"('1074', '1533', '1544', '1683', '1898')","('243', '248', '389', '689', '727')",1,1,26,3,0,0.0
"('1074', '1533', '1544', '1683', '1898')","('243', '248', '689', '727', '761')",2,0,5,2,2,24.0
"('1074', '1533', '1544', '1683', '1898')","('248', '389', '689', '727', '761')",0,1,16,2,-1,-3.75
"('1074', '1533', '1544', '1683', '2035')","('133', '136', '469', '695', '765')",2,5,21,1,-3,-8.571428571428571
"('1074', '1533', '1544', '1683', '2035')","('1906', '1944', '2048', '469', '765')",3,1,8,2,2,15.0
"('1074', '1533', '1544', '1683', '673')","('133', '136', '1944', '469', '765')",0,6,15,1,-6,-24.0
"('1074', '1533', '1544', '1683', '673')","('133', '1944', '469', '695', '765')",4,2,14,1,2,8.571428571428571
"('1074', '1533', '1544', '1683', '87')","('1719', '717', '739', '757', '937')",0,0,4,1,0,0.0
"('1074', '1533', '1544', '1683', '87')","('1719', '739', '757', '905', '937')",4,2,9,2,2,13.333333333333332
"('1074', '1533', '1544', '1891', '2035')","('238', '248', '389', '689', '727')",-81,-96,85,4,15,10.588235294117649
"('1074', '1533', '1544', '673', '754')","('120', '717', '739', '757', '937')",10,7,55,1,3,3.2727272727272725
"('1074', '1533', '1544', '673', '754')","('120', '739', '757', '905', '937')",20,13,82,2,7,5.121951219512195
"('1074', '1533', '1544', '673', '754')","('1719', '717', '739', '757', '937')",3,4,27,2,-1,-2.2222222222222223
"('1074', '1533', '1683', '1891', '2035')","('1434', '1500', '1736', '1882', '1897')",-91,-84,102,4,-7,-4.11764705882353
"('1074', '1533', '1683', '1891', '2035')","('1500', '1736', '1882', '1897', '1913')",5,7,38,4,-2,-3.1578947368421053
"('1074', '1533', '1683', '1891', '2069')","('1065', '164', '2068', '275', '779')",1,3,7,2,-2,-17.142857142857142
"('1074', '1533', '1683', '1898', '673')","('137', '238', '243', '389', '689')",3,2,16,1,1,3.75
"('1074', '1533', '1683', '1898', '673')","('137', '238', '243', '389', '727')",2,2,16,1,0,0.0
"('1074', '1533', '1683', '1898', '673')","('137', '238', '389', '689', '947')",2,2,4,1,0,0.0
"('1074', '1533', '1683', '1898', '673')","('137', '248', '389', '689', '947')",0,0,2,1,0,0.0
"('1074', '1533', '1683', '1898', '673')","('238', '243', '389', '689', '947')",2,4,31,1,-2,-3.870967741935484
"('1074', '1533', '1683', '2069', '673')","('1065', '2068', '275', '779', '84')",2,7,34,2,-5,-8.823529411764707
"('1074', '1533', '1683', '754', '87')","('120', '1719', '21', '739', '905')",0,0,2,1,0,0.0
"('1074', '1533', '1683', '754', '87')","('120', '1719', '739', '757', '905')",2,1,15,1,1,4.0
"('1074', '1533', '1683', '754', '87')","('120', '1719', '739', '757', '937')",4,3,23,1,1,2.608695652173913
"('1074', '1533', '1683', '754', '87')","('120', '21', '431', '739', '757')",0,0,4,2,0,0.0
"('1074', '1533', '1683', '754', '87')","('1719', '739', '757', '905', '937')",9,8,43,2,1,1.3953488372093024
"('1074', '1544', '1683', '1728', '1891')","('1607', '1727', '353', '448', '680')",7,5,42,1,2,2.8571428571428568
"('1074', '1544', '1683', '1728', '1891')","('1607', '353', '42', '448', '680')",0,2,14,1,-2,-8.571428571428571
"('1074', '1544', '1683', '1891', '673')","('1434', '1500', '1736', '1882', '1897')",0,2,3,1,-2,-40.0
"('1074', '1544', '1683', '1891', '673')","('1434', '1500', '1882', '1897', '2037')",3,2,16,1,1,3.75
"('1074', '1544', '1683', '1891', '673')","('1500', '1882', '2033', '2037', '2053')",0,0,1,1,0,0.0
"('1074', '1544', '1683', '1891', '953')","('1500', '1882', '1897', '1913', '2037')",2,4,14,1,-2,-8.571428571428571
"('1074', '1544', '1683', '1891', '953')","('1500', '1882', '1897', '2037', '2053')",1,2,8,1,-1,-7.5
"('1074', '1544', '1683', '1891', '953')","('1500', '1882', '2033', '2037', '2053')",0,0,7,1,0,0.0
"('1074', '1544', '1683', '2035', '292')","('1906', '1944', '2048', '469', '695')",4,4,19,1,0,0.0
"('1074', '1544', '1683', '2035', '292')","('1906', '1944', '2048', '469', '765')",0,4,5,1,-4,-48.0
"('1074', '1544', '673', '754', '87')","('120', '1719', '717', '739', '757')",0,0,2,1,0,0.0
"('1074', '1544', '673', '754', '87')","('120', '717', '739', '757', '905')",-70,-61,94,2,-9,-5.74468085106383
"('1074', '1544', '673', '754', '87')","('120', '739', '757', '905', '937')",2,4,18,2,-2,-6.666666666666666
"('1074', '1544', '673', '754', '87')","('1719', '21', '278', '431', '739')",1,2,15,1,-1,-4.0
"('1074', '1544', '673', '754', '87')","('1719', '21', '278', '431', '905')",17,12,44,1,5,6.818181818181818
"('1074', '1544', '673', '754', '87')","('1719', '278', '717', '739', '757')",1,4,15,2,-3,-12.0
"('1074', '1544', '673', '754', '87')","('1719', '431', '757', '905', '937')",2,0,4,1,2,30.0
"('1074', '1544', '673', '754', '87')","('1719', '739', '757', '905', '937')",0,0,6,1,0,0.0
"('1074', '1683', '1728', '2035', '2069')","('133', '136', '469', '695', '765')",0,0,1,1,0,0.0
"('1074', '1683', '1728', '2035', '2069')","('133', '136', '469', '695', '922')",2,3,18,1,-1,-3.333333333333333
"('1074', '1683', '1728', '2035', '673')","('133', '136', '469', '695', '765')",5,2,8,1,3,22.5
"('1074', '1683', '1891', '2069', '673')","('103', '1051', '1073', '111', '1895')",7,11,24,4,-4,-10.0
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '1497', '1887')",0,4,12,1,-4,-20.0
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '1887', '1895')",4,4,16,1,0,0.0
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '1887', '324')",6,6,33,2,0,0.0
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '1895', '417')",2,3,8,1,-1,-7.5
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '1895', '708')",0,0,2,1,0,0.0
"('1074', '1683', '1891', '2069', '673')","('103', '1073', '111', '324', '417')",2,0,14,4,2,8.571428571428571
"('1074', '1683', '1891', '2069', '673')","('1065', '164', '2068', '275', '779')",0,0,7,1,0,0.0
"('1074', '1683', '1891', '673', '754')","('1065', '2068', '275', '779', '84')",0,0,15,1,0,0.0
"('1074', '1683', '1891', '673', '754')","('1065', '275', '779', '84', '969')",16,6,38,3,10,15.789473684210526
"('1074', '1683', '1891', '673', '754')","('164', '275', '779', '84', '913')",3,0,28,1,3,6.428571428571428
"('1074', '1683', '1891', '673', '754')","('164', '275', '779', '84', '969')",0,0,3,1,0,0.0
"('1074', '1683', '2035', '2069', '673')","('1065', '2068', '275', '779', '84')",0,4,21,1,-4,-11.428571428571427
"('1074', '1683', '2035', '2069', '673')","('133', '136', '469', '695', '765')",13,12,57,3,1,1.0526315789473684
"('1074', '1683', '2069', '673', '754')","('1065', '2068', '275', '779', '84')",2,0,4,1,2,30.0
"('1074', '1891', '2035', '2069', '673')","('103', '1051', '1073', '111', '1497')",8,4,19,1,4,12.631578947368421
"('1074', '1891', '2035', '2069', '673')","('103', '1051', '1073', '111', '1895')",6,9,35,3,-3,-5.142857142857143
"('1074', '1891', '2035', '2069', '673')","('103', '1051', '111', '1497', '1725')",-62,-50,90,5,-12,-8.0
"('1074', '1891', '2035', '2069', '673')","('103', '1073', '111', '1497', '1887')",0,0,2,1,0,0.0
"('1074', '1891', '2035', '2069', '673')","('103', '1073', '111', '1497', '1895')",2,0,11,2,2,10.90909090909091
"('1074', '1891', '2035', '2069', '673')","('103', '111', '1725', '417', '708')",9,8,52,2,1,1.153846153846154
"('1074', '1891', '2035', '2069', '673')","('1051', '111', '1497', '1887', '324')",7,0,51,2,7,8.23529411764706
"('1074', '1891', '2035', '2069', '673')","('111', '1497', '1725', '1887', '324')",3,2,8,1,1,7.5
"('1074', '1891', '2035', '673', '754')","('164', '275', '779', '84', '913')",2,2,16,1,0,0.0
"('1074', '2035', '673', '754', '87')","('164', '275', '280', '703', '779')",-75,-60,67,4,-15,-13.432835820895523
"('1074', '2035', '673', '754', '953')","('164', '275', '703', '779', '969')",3,2,13,1,1,4.615384615384616
"('1088', '1112', '146', '1630', '182')","('124', '1513', '1517', '185', '468')",-71,-62,73,3,-9,-7.397260273972602
"('1088', '1112', '146', '1630', '2043')","('1134', '1710', '236', '28', '51')",0,2,5,1,-2,-24.0
"('1088', '1112', '146', '1630', '2043')","('1134', '1800', '236', '28', '51')",12,9,58,5,3,3.103448275862069
"('1088', '1112', '146', '1630', '2043')","('121', '1739', '1740', '452', '56')",0,1,8,1,-1,-7.5
"('1088', '1112', '146', '1630', '2043')","('1506', '1886', '1902', '365', '397')",11,12,77,9,-1,-0.7792207792207793
"('1088', '1112', '146', '1630', '2043')","('1506', '1886', '365', '397', '440')",8,4,32,4,4,7.5
"('1088', '1112', '146', '1630', '2043')","('1506', '1886', '365', '397', '64')",-81,-77,76,6,-4,-3.1578947368421053
"('1088', '1112', '146', '1630', '2043')","('1506', '1886', '365', '397', '721')",5,4,43,3,1,1.3953488372093024
"('1088', '1112', '146', '1630', '2043')","('1506', '365', '397', '64', '979')",6,4,12,1,2,10.0
"('1088', '1112', '146', '182', '2043')","('133', '1924', '1944', '2048', '469')",7,3,25,1,4,9.6
"('1088', '1112', '146', '182', '2043')","('133', '1924', '2048', '469', '695')",10,9,46,2,1,1.3043478260869565
"('1088', '1112', '146', '182', '711')","('124', '1517', '185', '468', '57')",18,7,66,3,11,10.0
"('1088', '1112', '146', '182', '711')","('1513', '1517', '185', '468', '57')",0,0,9,1,0,0.0
"('1088', '1112', '146', '2043', '376')","('121', '1740', '1741', '56', '699')",0,4,10,1,-4,-24.0
"('1088', '1112', '146', '2043', '688')","('1134', '1710', '1800', '236', '28')",6,4,13,2,2,9.230769230769232
"('1088', '1112', '146', '2043', '711')","('133', '136', '2048', '469', '695')",6,15,35,3,-9,-15.428571428571427
"('1088', '1112', '146', '2043', '966')","('1506', '1886', '365', '397', '64')",0,1,2,1,-1,-30.0
"('1088', '1112', '146', '2043', '966')","('1739', '1740', '452', '56', '699')",3,4,5,1,-1,-12.0
"('1088', '1112', '146', '376', '688')","('1710', '1800', '236', '28', '735')",1,1,5,1,0,0.0
"('1088', '1112', '146', '688', '711')","('1710', '1800', '236', '28', '735')",5,3,19,2,2,6.315789473684211
"('1088', '1112', '146', '688', '711')","('1710', '1800', '236', '28', '949')",1,0,4,1,1,15.0
"('1088', '1112', '146', '76', '966')","('1506', '1886', '365', '397', '721')",0,0,6,2,0,0.0
"('1088', '1112', '1630', '182', '2043')","('133', '136', '1884', '2048', '469')",-90,-93,66,2,3,2.7272727272727275
