player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60,player_1_name,player_2_name,pair_name
1722,970,-2,432,33,-0.0,Michael Dickerson,Othella Harrington,Michael Dickerson + Othella Harrington
128,1900,-2,429,39,-0.0,David Benoit,Quincy Lewis,David Benoit + Quincy Lewis
1741,2106,0,429,23,0.0,Jelani McCoy,Ruben Wolkowyski,Jelani McCoy + Ruben Wolkowyski
166,2058,-1,414,24,-0.0,Ron Harper,Mark Madsen,Ron Harper + Mark Madsen
2106,56,-2,414,33,-0.0,Ruben Wolkowyski,Gary Payton,Ruben Wolkowyski + Gary Payton
1023,452,0,413,32,0.0,Emanual Davis,Vin Baker,Emanual Davis + Vin Baker
1533,1898,0,407,34,0.0,Anthony Johnson,Cal Bowdler,Anthony Johnson + Cal Bowdler
1134,735,-2,404,26,-0.0,Ike Austin,Bryant Reeves,Ike Austin + Bryant Reeves
1713,895,1,394,26,0.0,Vince Carter,Tyrone Corbin,Vince Carter + Tyrone Corbin
2068,779,1,378,39,0.0,Lavor Postell,Glen Rice,Lavor Postell + Glen Rice
1716,988,0,359,25,0.0,Larry Hughes,Randy Livingston,Larry Hughes + Randy Livingston
1544,1898,1,338,29,0.0,Chris Crawford,Cal Bowdler,Chris Crawford + Cal Bowdler
339,915,-1,331,32,-0.0,Tom Gugliotta,Rodney Rogers,Tom Gugliotta + Rodney Rogers
1434,2037,1,325,22,0.0,Dragan Tarlac,Jamal Crawford,Dragan Tarlac + Jamal Crawford
2042,919,0,304,26,0.0,Courtney Alexander,Loy Vaught,Courtney Alexander + Loy Vaught
251,955,0,303,30,0.0,Sean Elliott,Samaki Walker,Sean Elliott + Samaki Walker
1712,988,0,302,16,0.0,Antawn Jamison,Randy Livingston,Antawn Jamison + Randy Livingston
426,686,-1,300,27,-0.0,Terry Davis,Antonio McDyess,Terry Davis + Antonio McDyess
1630,344,-1,295,23,-0.0,Mikki Moore,Dana Barros,Mikki Moore + Dana Barros
1885,1985,-1,277,18,-0.0,Lamar Odom,Zendon Hamilton,Lamar Odom + Zendon Hamilton
1737,1928,-1,274,21,-0.0,Nazr Mohammed,Todd MacCulloch,Nazr Mohammed + Todd MacCulloch
2036,445,-1,272,29,-0.0,Chris Mihm,Wesley Person,Chris Mihm + Wesley Person
1894,2047,-1,268,23,-0.0,Corey Maggette,Quentin Richardson,Corey Maggette + Quentin Richardson
124,2045,1,267,24,0.0,Vlade Divac,Hedo Turkoglu,Vlade Divac + Hedo Turkoglu
1434,697,-1,267,20,-0.0,Dragan Tarlac,Fred Hoiberg,Dragan Tarlac + Fred Hoiberg
2058,406,1,266,18,0.0,Mark Madsen,Shaquille O'Neal,Mark Madsen + Shaquille O'Neal
243,761,-1,266,26,-0.0,Aaron McKie,Matt Geiger,Aaron McKie + Matt Geiger
1924,1944,-1,258,24,-0.0,Lee Nailon,Eddie Robinson,Lee Nailon + Eddie Robinson
1956,198,-1,254,20,-0.0,Ira Newble,Danny Ferry,Ira Newble + Danny Ferry
1531,302,0,250,23,0.0,Marc Jackson,Mookie Blaylock,Marc Jackson + Mookie Blaylock
2066,29,-1,233,20,-0.0,Soumaila Samake,Jim McIlvaine,Soumaila Samake + Jim McIlvaine
1924,922,0,213,17,0.0,Lee Nailon,Elden Campbell,Lee Nailon + Elden Campbell
1073,111,1,212,26,0.0,Reggie Slater,LaPhonso Ellis,Reggie Slater + LaPhonso Ellis
445,980,0,207,14,0.0,Wesley Person,Zydrunas Ilgauskas,Wesley Person + Zydrunas Ilgauskas
1477,193,-29,4664,327,-0.01,Bruce Bowen,Anthony Mason,Bruce Bowen + Anthony Mason
1503,353,-24,3751,247,-0.01,Tracy McGrady,Darrell Armstrong,Tracy McGrady + Darrell Armstrong
1882,1897,-39,3535,235,-0.01,Elton Brand,Metta World Peace,Elton Brand + Metta World Peace
1500,1897,-36,3486,236,-0.01,Ron Mercer,Metta World Peace,Ron Mercer + Metta World Peace
1853,193,-39,3340,259,-0.01,Anthony Carter,Anthony Mason,Anthony Carter + Anthony Mason
353,448,-38,2918,177,-0.01,Darrell Armstrong,Bo Outlaw,Darrell Armstrong + Bo Outlaw
1477,1853,-20,2901,223,-0.01,Bruce Bowen,Anthony Carter,Bruce Bowen + Anthony Carter
198,251,-19,2858,228,-0.01,Danny Ferry,Sean Elliott,Danny Ferry + Sean Elliott
1882,1913,-29,2820,207,-0.01,Elton Brand,Michael Ruffin,Elton Brand + Michael Ruffin
166,270,-27,2782,159,-0.01,Ron Harper,Horace Grant,Ron Harper + Horace Grant
1739,2046,-23,2778,209,-0.01,Ruben Patterson,Desmond Mason,Ruben Patterson + Desmond Mason
270,296,-33,2769,175,-0.01,Horace Grant,Rick Fox,Horace Grant + Rick Fox
1889,221,-36,2654,149,-0.01,Andre Miller,Clar. Weatherspoon,Andre Miller + Clar. Weatherspoon
1727,2034,-25,2566,211,-0.01,Pat Garrity,Mike Miller,Pat Garrity + Mike Miller
1897,1913,-22,2426,176,-0.01,Metta World Peace,Michael Ruffin,Metta World Peace + Michael Ruffin
1544,1891,-30,2356,166,-0.01,Chris Crawford,Jason Terry,Chris Crawford + Jason Terry
458,714,-29,2347,192,-0.01,Howard Eisley,Michael Finley,Howard Eisley + Michael Finley
164,84,-12,2205,161,-0.01,Chris Childs,Latrell Sprewell,Chris Childs + Latrell Sprewell
1544,1683,-25,2175,171,-0.01,Chris Crawford,Larry Robinson,Chris Crawford + Larry Robinson
1521,317,-18,2161,147,-0.01,Jacque Vaughn,John Starks,Jacque Vaughn + John Starks
136,1884,-21,2060,106,-0.01,P.J. Brown,Baron Davis,P.J. Brown + Baron Davis
15,1838,-17,2020,146,-0.01,Eric Piatkowski,Tyrone Nesby,Eric Piatkowski + Tyrone Nesby
1725,1887,-17,2000,119,-0.01,Rasho Nesterovic,Wally Szczerbiak,Rasho Nesterovic + Wally Szczerbiak
1005,1749,-21,1978,139,-0.01,Walt Williams,Cuttino Mobley,Walt Williams + Cuttino Mobley
1683,1891,-12,1957,150,-0.01,Larry Robinson,Jason Terry,Larry Robinson + Jason Terry
1000,1005,-15,1937,115,-0.01,Shandon Anderson,Walt Williams,Shandon Anderson + Walt Williams
1739,2106,-14,1908,146,-0.01,Ruben Patterson,Ruben Wolkowyski,Ruben Patterson + Ruben Wolkowyski
703,84,-18,1880,147,-0.01,Kurt Thomas,Latrell Sprewell,Kurt Thomas + Latrell Sprewell
283,911,-18,1838,142,-0.01,Lindsey Hunter,Ervin Johnson,Lindsey Hunter + Ervin Johnson
185,978,-19,1759,103,-0.01,Chris Webber,Peja Stojakovic,Chris Webber + Peja Stojakovic
1505,1711,-23,1735,99,-0.01,Tariq Abdul-Wahad,Raef LaFrentz,Tariq Abdul-Wahad + Raef LaFrentz
1502,1712,-12,1716,110,-0.01,Adonal Foyle,Antawn Jamison,Adonal Foyle + Antawn Jamison
124,1715,-17,1696,114,-0.01,Vlade Divac,Jason Williams,Vlade Divac + Jason Williams
1533,1891,-21,1681,107,-0.01,Anthony Johnson,Jason Terry,Anthony Johnson + Jason Terry
1716,302,-12,1669,103,-0.01,Larry Hughes,Mookie Blaylock,Larry Hughes + Mookie Blaylock
1712,956,-10,1659,111,-0.01,Antawn Jamison,Erick Dampier,Antawn Jamison + Erick Dampier
248,727,-22,1615,106,-0.01,George Lynch,Eric Snow,George Lynch + Eric Snow
109,296,-16,1595,123,-0.01,Robert Horry,Rick Fox,Robert Horry + Rick Fox
299,679,-21,1581,112,-0.01,Glenn Robinson,Jason Caffey,Glenn Robinson + Jason Caffey
757,937,-19,1578,101,-0.01,Damon Stoudamire,Scottie Pippen,Damon Stoudamire + Scottie Pippen
1885,2039,-22,1560,95,-0.01,Lamar Odom,Keyon Dooling,Lamar Odom + Keyon Dooling
1051,1497,-17,1544,98,-0.01,Dean Garrett,Chauncey Billups,Dean Garrett + Chauncey Billups
1005,165,-21,1542,90,-0.01,Walt Williams,Hakeem Olajuwon,Walt Williams + Hakeem Olajuwon
2035,673,-20,1539,120,-0.01,DerMarr Johnson,Alan Henderson,DerMarr Johnson + Alan Henderson
3,735,-12,1535,97,-0.01,Grant Long,Bryant Reeves,Grant Long + Bryant Reeves
236,3,-9,1507,99,-0.01,Kevin Edwards,Grant Long,Kevin Edwards + Grant Long
1749,983,-22,1482,104,-0.01,Cuttino Mobley,Moochie Norris,Cuttino Mobley + Moochie Norris
1434,1882,-15,1442,86,-0.01,Dragan Tarlac,Elton Brand,Dragan Tarlac + Elton Brand
1112,1630,-9,1438,108,-0.01,Ben Wallace,Mikki Moore,Ben Wallace + Mikki Moore
739,937,-14,1432,89,-0.01,Rasheed Wallace,Scottie Pippen,Rasheed Wallace + Scottie Pippen
1732,43,-18,1423,129,-0.01,Felipe Lopez,Chris Whitney,Felipe Lopez + Chris Whitney
1434,1897,-15,1417,84,-0.01,Dragan Tarlac,Metta World Peace,Dragan Tarlac + Metta World Peace
1088,376,-19,1408,100,-0.01,Chucky Atkins,Eric Montross,Chucky Atkins + Eric Montross
124,468,-8,1401,95,-0.01,Vlade Divac,Jon Barry,Vlade Divac + Jon Barry
109,166,-12,1385,105,-0.01,Robert Horry,Ron Harper,Robert Horry + Ron Harper
57,978,-9,1370,74,-0.01,Doug Christie,Peja Stojakovic,Doug Christie + Peja Stojakovic
349,788,-19,1323,94,-0.01,Mark Jackson,Kevin Willis,Mark Jackson + Kevin Willis
270,977,-7,1283,72,-0.01,Horace Grant,Kobe Bryant,Horace Grant + Kobe Bryant
1023,1739,-14,1273,108,-0.01,Emanual Davis,Ruben Patterson,Emanual Davis + Ruben Patterson
1727,42,-11,1265,108,-0.01,Pat Garrity,Monty Williams,Pat Garrity + Monty Williams
1503,680,-17,1259,82,-0.01,Tracy McGrady,John Amaechi,Tracy McGrady + John Amaechi
1713,209,-8,1251,80,-0.01,Vince Carter,Dell Curry,Vince Carter + Dell Curry
1749,2044,-16,1250,106,-0.01,Cuttino Mobley,Jason Collier,Cuttino Mobley + Jason Collier
1110,1711,-8,1232,92,-0.01,Mark Strickland,Raef LaFrentz,Mark Strickland + Raef LaFrentz
1541,209,-15,1202,79,-0.01,Alvin Williams,Dell Curry,Alvin Williams + Dell Curry
1607,2034,-7,1198,105,-0.01,Troy Hudson,Mike Miller,Troy Hudson + Mike Miller
271,383,-17,1197,94,-0.01,Johnny Newman,Kendall Gill,Johnny Newman + Kendall Gill
109,270,-15,1189,90,-0.01,Robert Horry,Horace Grant,Robert Horry + Horace Grant
179,958,-13,1183,103,-0.01,Bryant Stith,Vitaly Potapenko,Bryant Stith + Vitaly Potapenko
1541,788,-8,1174,89,-0.01,Alvin Williams,Kevin Willis,Alvin Williams + Kevin Willis
1088,688,-11,1172,86,-0.01,Chucky Atkins,Michael Curry,Chucky Atkins + Michael Curry
1717,1761,-14,1170,89,-0.01,Dirk Nowitzki,Greg Buckner,Dirk Nowitzki + Greg Buckner
393,63,-16,1165,92,-0.01,Rod Strickland,Michael Smith,Rod Strickland + Michael Smith
1110,1721,-15,1164,107,-0.01,Mark Strickland,Keon Clark,Mark Strickland + Keon Clark
1730,1838,-12,1143,86,-0.01,Brian Skinner,Tyrone Nesby,Brian Skinner + Tyrone Nesby
1740,699,-15,1122,77,-0.01,Rashard Lewis,Brent Barry,Rashard Lewis + Brent Barry
1074,1533,-11,1117,91,-0.01,Matt Maloney,Anthony Johnson,Matt Maloney + Anthony Johnson
1562,43,-6,1112,90,-0.01,Gerard King,Chris Whitney,Gerard King + Chris Whitney
1730,2032,-12,1110,83,-0.01,Brian Skinner,Darius Miles,Brian Skinner + Darius Miles
1720,448,-15,1092,74,-0.01,Michael Doleac,Bo Outlaw,Michael Doleac + Bo Outlaw
2050,209,-10,1084,79,-0.01,Morris Peterson,Dell Curry,Morris Peterson + Dell Curry
281,283,-13,1070,90,-0.01,Scott Williams,Lindsey Hunter,Scott Williams + Lindsey Hunter
166,977,-15,1047,50,-0.01,Ron Harper,Kobe Bryant,Ron Harper + Kobe Bryant
1903,983,-11,1046,87,-0.01,Kenny Thomas,Moochie Norris,Kenny Thomas + Moochie Norris
1739,1741,-10,1025,69,-0.01,Ruben Patterson,Jelani McCoy,Ruben Patterson + Jelani McCoy
399,976,-13,1017,65,-0.01,Sean Rooks,Jeff McInnis,Sean Rooks + Jeff McInnis
1110,1899,-9,991,69,-0.01,Mark Strickland,James Posey,Mark Strickland + James Posey
1538,1723,-12,983,89,-0.01,Cedric Henderson,Matt Harpring,Cedric Henderson + Matt Harpring
1733,696,-11,961,66,-0.01,Al Harrington,Travis Best,Al Harrington + Travis Best
1736,2033,-14,959,77,-0.01,Corey Benjamin,Marcus Fizer,Corey Benjamin + Marcus Fizer
1741,2046,-10,946,62,-0.01,Jelani McCoy,Desmond Mason,Jelani McCoy + Desmond Mason
238,389,-11,940,69,-0.01,Tyrone Hill,Toni Kukoc,Tyrone Hill + Toni Kukoc
302,956,-7,935,60,-0.01,Mookie Blaylock,Erick Dampier,Mookie Blaylock + Erick Dampier
1718,958,-8,929,78,-0.01,Paul Pierce,Vitaly Potapenko,Paul Pierce + Vitaly Potapenko
182,2043,-5,924,71,-0.01,Billy Owens,Mateen Cleaves,Billy Owens + Mateen Cleaves
1501,281,-6,920,76,-0.01,Tim Thomas,Scott Williams,Tim Thomas + Scott Williams
1434,1736,-10,917,59,-0.01,Dragan Tarlac,Corey Benjamin,Dragan Tarlac + Corey Benjamin
1505,45,-11,907,69,-0.01,Tariq Abdul-Wahad,George McCloud,Tariq Abdul-Wahad + George McCloud
1541,891,-5,890,76,-0.01,Alvin Williams,Charles Oakley,Alvin Williams + Charles Oakley
2039,399,-10,885,65,-0.01,Keyon Dooling,Sean Rooks,Keyon Dooling + Sean Rooks
1894,399,-5,879,70,-0.01,Corey Maggette,Sean Rooks,Corey Maggette + Sean Rooks
469,765,-5,873,68,-0.01,Jamal Mashburn,Hersey Hawkins,Jamal Mashburn + Hersey Hawkins
270,323,-6,864,53,-0.01,Horace Grant,Greg Foster,Horace Grant + Greg Foster
166,375,-12,854,61,-0.01,Ron Harper,Isaiah Rider,Ron Harper + Isaiah Rider
2048,765,-8,851,70,-0.01,Jamaal Magloire,Hersey Hawkins,Jamaal Magloire + Hersey Hawkins
271,29,-12,848,67,-0.01,Johnny Newman,Jim McIlvaine,Johnny Newman + Jim McIlvaine
2050,891,-11,835,66,-0.01,Morris Peterson,Charles Oakley,Morris Peterson + Charles Oakley
1719,21,-6,833,61,-0.01,Bonzi Wells,Greg Anthony,Bonzi Wells + Greg Anthony
1074,1728,-9,803,59,-0.01,Matt Maloney,Roshown McLeod,Matt Maloney + Roshown McLeod
166,1731,-9,796,60,-0.01,Ron Harper,Tyronn Lue,Ron Harper + Tyronn Lue
178,317,-4,793,46,-0.01,Olden Polynice,John Starks,Olden Polynice + John Starks
1032,1501,-8,777,60,-0.01,Darvin Ham,Tim Thomas,Darvin Ham + Tim Thomas
146,688,-5,769,72,-0.01,Jud Buechler,Michael Curry,Jud Buechler + Michael Curry
1032,283,-11,764,63,-0.01,Darvin Ham,Lindsey Hunter,Darvin Ham + Lindsey Hunter
1497,1895,-5,764,60,-0.01,Chauncey Billups,William Avery,Chauncey Billups + William Avery
1838,2047,-9,753,50,-0.01,Tyrone Nesby,Quentin Richardson,Tyrone Nesby + Quentin Richardson
365,64,-6,748,69,-0.01,Derrick McKey,Sam Perkins,Derrick McKey + Sam Perkins
1883,2044,-9,738,69,-0.01,Steve Francis,Jason Collier,Steve Francis + Jason Collier
1714,441,-10,731,62,-0.01,Robert Traylor,Lamond Murray,Robert Traylor + Lamond Murray
1531,168,-9,718,60,-0.01,Marc Jackson,Chris Mills,Marc Jackson + Chris Mills
2043,76,-8,710,58,-0.01,Mateen Cleaves,Cedric Ceballos,Mateen Cleaves + Cedric Ceballos
1712,904,-5,706,42,-0.01,Antawn Jamison,Chris Mullin,Antawn Jamison + Chris Mullin
210,708,-6,703,42,-0.01,Terrell Brandon,Kevin Garnett,Terrell Brandon + Kevin Garnett
166,323,-7,702,51,-0.01,Ron Harper,Greg Foster,Ron Harper + Greg Foster
1444,978,-7,696,47,-0.01,Lawrence Funderburke,Peja Stojakovic,Lawrence Funderburke + Peja Stojakovic
1749,435,-10,690,48,-0.01,Cuttino Mobley,Carlos Rogers,Cuttino Mobley + Carlos Rogers
2059,959,-6,681,55,-0.01,Eduardo Najera,Steve Nash,Eduardo Najera + Steve Nash
1736,1913,-8,679,58,-0.01,Corey Benjamin,Michael Ruffin,Corey Benjamin + Michael Ruffin
1607,448,-6,677,63,-0.01,Troy Hudson,Bo Outlaw,Troy Hudson + Bo Outlaw
1088,961,-4,669,58,-0.01,Chucky Atkins,John Wallace,Chucky Atkins + John Wallace
103,324,-8,661,60,-0.01,Todd Day,Anthony Peeler,Todd Day + Anthony Peeler
1838,976,-7,660,37,-0.01,Tyrone Nesby,Jeff McInnis,Tyrone Nesby + Jeff McInnis
1032,208,-6,648,48,-0.01,Darvin Ham,Sam Cassell,Darvin Ham + Sam Cassell
56,699,-9,647,42,-0.01,Gary Payton,Brent Barry,Gary Payton + Brent Barry
1507,990,-7,635,49,-0.01,Derek Anderson,Malik Rose,Derek Anderson + Malik Rose
2047,976,-5,630,44,-0.01,Quentin Richardson,Jeff McInnis,Quentin Richardson + Jeff McInnis
677,713,-5,605,46,-0.01,Eric Williams,Chris Carr,Eric Williams + Chris Carr
2091,2101,-4,596,45,-0.01,Daniel Santiago,Paul McPherson,Daniel Santiago + Paul McPherson
1110,426,-4,584,63,-0.01,Mark Strickland,Terry Davis,Mark Strickland + Terry Davis
251,345,-7,580,64,-0.01,Sean Elliott,Terry Porter,Sean Elliott + Terry Porter
133,934,-6,563,47,-0.01,David Wesley,Derrick Coleman,David Wesley + Derrick Coleman
1892,441,-4,558,44,-0.01,Trajan Langdon,Lamond Murray,Trajan Langdon + Lamond Murray
219,956,-7,558,37,-0.01,Vinny Del Negro,Erick Dampier,Vinny Del Negro + Erick Dampier
1895,417,-8,552,37,-0.01,William Avery,Sam Mitchell,William Avery + Sam Mitchell
1902,696,-6,548,40,-0.01,Jeff Foster,Travis Best,Jeff Foster + Travis Best
1425,446,-8,545,46,-0.01,Aaron Williams,Lucious Harris,Aaron Williams + Lucious Harris
1737,727,-4,545,46,-0.01,Nazr Mohammed,Eric Snow,Nazr Mohammed + Eric Snow
271,446,-8,543,41,-0.01,Johnny Newman,Lucious Harris,Johnny Newman + Lucious Harris
208,998,-5,538,36,-0.01,Sam Cassell,Mark Pope,Sam Cassell + Mark Pope
201,2092,-7,524,42,-0.01,Chris Dudley,Ruben Garces,Chris Dudley + Ruben Garces
440,64,-4,522,39,-0.01,Zan Tabak,Sam Perkins,Zan Tabak + Sam Perkins
123,145,-5,504,45,-0.01,Robert Pack,Tracy Murray,Robert Pack + Tracy Murray
1918,43,-3,500,40,-0.01,Obinna Ekezie,Chris Whitney,Obinna Ekezie + Chris Whitney
299,998,-7,496,32,-0.01,Glenn Robinson,Mark Pope,Glenn Robinson + Mark Pope
695,765,-5,496,44,-0.01,Eldridge Recasner,Hersey Hawkins,Eldridge Recasner + Hersey Hawkins
2058,323,-4,489,32,-0.01,Mark Madsen,Greg Foster,Mark Madsen + Greg Foster
686,89,-3,488,44,-0.01,Antonio McDyess,Nick Van Exel,Antonio McDyess + Nick Van Exel
198,990,-7,482,37,-0.01,Danny Ferry,Malik Rose,Danny Ferry + Malik Rose
1890,2092,-5,478,35,-0.01,Shawn Marion,Ruben Garces,Shawn Marion + Ruben Garces
208,760,-7,472,36,-0.01,Sam Cassell,Jerome Kersey,Sam Cassell + Jerome Kersey
1495,345,-7,471,55,-0.01,Tim Duncan,Terry Porter,Tim Duncan + Terry Porter
711,966,-7,469,32,-0.01,Jerry Stackhouse,Jerome Williams,Jerry Stackhouse + Jerome Williams
2046,699,-3,467,41,-0.01,Desmond Mason,Brent Barry,Desmond Mason + Brent Barry
2034,386,-5,464,37,-0.01,Mike Miller,Elliot Perry,Mike Miller + Elliot Perry
1508,983,-3,463,34,-0.01,Maurice Taylor,Moochie Norris,Maurice Taylor + Moochie Norris
1134,949,-3,444,30,-0.01,Ike Austin,Shareef Abdur-Rahim,Ike Austin + Shareef Abdur-Rahim
219,228,-4,444,37,-0.01,Vinny Del Negro,Adam Keefe,Vinny Del Negro + Adam Keefe
1630,76,-6,439,39,-0.01,Mikki Moore,Cedric Ceballos,Mikki Moore + Cedric Ceballos
1508,2044,-4,426,31,-0.01,Maurice Taylor,Jason Collier,Maurice Taylor + Jason Collier
951,998,-4,423,19,-0.01,Ray Allen,Mark Pope,Ray Allen + Mark Pope
1731,323,-6,418,38,-0.01,Tyronn Lue,Greg Foster,Tyronn Lue + Greg Foster
1499,1594,-3,409,31,-0.01,Tony Battie,Rick Brunson,Tony Battie + Rick Brunson
1531,219,-5,408,34,-0.01,Marc Jackson,Vinny Del Negro,Marc Jackson + Vinny Del Negro
2031,3,-5,406,27,-0.01,Stromile Swift,Grant Long,Stromile Swift + Grant Long
77,958,-4,396,35,-0.01,Doug Overton,Vitaly Potapenko,Doug Overton + Vitaly Potapenko
1724,1913,-5,390,37,-0.01,Bryce Drew,Michael Ruffin,Bryce Drew + Michael Ruffin
386,42,-5,390,31,-0.01,Elliot Perry,Monty Williams,Elliot Perry + Monty Williams
190,2067,-3,388,40,-0.01,Duane Causwell,Eddie House,Duane Causwell + Eddie House
2084,219,-5,383,27,-0.01,Chris Porter,Vinny Del Negro,Chris Porter + Vinny Del Negro
779,969,-5,383,34,-0.01,Glen Rice,Travis Knight,Glen Rice + Travis Knight
1683,1898,-4,380,33,-0.01,Larry Robinson,Cal Bowdler,Larry Robinson + Cal Bowdler
1895,210,-2,376,33,-0.01,William Avery,Terrell Brandon,William Avery + Terrell Brandon
1913,2037,-2,366,24,-0.01,Michael Ruffin,Jamal Crawford,Michael Ruffin + Jamal Crawford
1074,1898,-2,335,27,-0.01,Matt Maloney,Cal Bowdler,Matt Maloney + Cal Bowdler
45,89,-4,328,40,-0.01,George McCloud,Nick Van Exel,George McCloud + Nick Van Exel
1747,208,-3,326,24,-0.01,Rafer Alston,Sam Cassell,Rafer Alston + Sam Cassell
72,952,-4,325,21,-0.01,Kenny Anderson,Antoine Walker,Kenny Anderson + Antoine Walker
1554,920,-4,324,21,-0.01,Jamal Robinson,A.C. Green,Jamal Robinson + A.C. Green
1531,2084,-4,322,20,-0.01,Marc Jackson,Chris Porter,Marc Jackson + Chris Porter
182,961,-3,322,29,-0.01,Billy Owens,John Wallace,Billy Owens + John Wallace
1499,713,-3,290,18,-0.01,Tony Battie,Chris Carr,Tony Battie + Chris Carr
1712,2084,-4,290,21,-0.01,Antawn Jamison,Chris Porter,Antawn Jamison + Chris Porter
1731,216,-4,290,21,-0.01,Tyronn Lue,Brian Shaw,Tyronn Lue + Brian Shaw
1915,446,-3,283,28,-0.01,Evan Eschmeyer,Lucious Harris,Evan Eschmeyer + Lucious Harris
2068,703,-3,283,29,-0.01,Lavor Postell,Kurt Thomas,Lavor Postell + Kurt Thomas
1499,72,-3,282,17,-0.01,Tony Battie,Kenny Anderson,Tony Battie + Kenny Anderson
1502,2084,-4,282,19,-0.01,Adonal Foyle,Chris Porter,Adonal Foyle + Chris Porter
1548,958,-3,267,20,-0.01,Mark Blount,Vitaly Potapenko,Mark Blount + Vitaly Potapenko
2092,915,-3,236,19,-0.01,Ruben Garces,Rodney Rogers,Ruben Garces + Rodney Rogers
1761,919,-2,225,22,-0.01,Greg Buckner,Loy Vaught,Greg Buckner + Loy Vaught
696,979,-2,201,18,-0.01,Travis Best,Jermaine O'Neal,Travis Best + Jermaine O'Neal
1500,1882,-85,4627,320,-0.02,Ron Mercer,Elton Brand,Ron Mercer + Elton Brand
1717,714,-77,3481,228,-0.02,Dirk Nowitzki,Michael Finley,Dirk Nowitzki + Michael Finley
1500,1913,-60,3211,233,-0.02,Ron Mercer,Michael Ruffin,Ron Mercer + Michael Ruffin
714,762,-54,2904,192,-0.02,Michael Finley,Shawn Bradley,Michael Finley + Shawn Bradley
1506,397,-53,2753,198,-0.02,Austin Croshere,Reggie Miller,Austin Croshere + Reggie Miller
1477,258,-63,2599,173,-0.02,Bruce Bowen,Brian Grant,Bruce Bowen + Brian Grant
1718,677,-58,2599,192,-0.02,Paul Pierce,Eric Williams,Paul Pierce + Eric Williams
15,1885,-62,2574,177,-0.02,Eric Piatkowski,Lamar Odom,Eric Piatkowski + Lamar Odom
1853,190,-40,2557,185,-0.02,Anthony Carter,Duane Causwell,Anthony Carter + Duane Causwell
1891,2035,-54,2524,178,-0.02,Jason Terry,DerMarr Johnson,Jason Terry + DerMarr Johnson
133,1884,-61,2505,133,-0.02,David Wesley,Baron Davis,David Wesley + Baron Davis
1885,399,-51,2356,163,-0.02,Lamar Odom,Sean Rooks,Lamar Odom + Sean Rooks
124,57,-43,2309,128,-0.02,Vlade Divac,Doug Christie,Vlade Divac + Doug Christie
166,296,-37,2287,149,-0.02,Ron Harper,Rick Fox,Ron Harper + Rick Fox
1074,1891,-43,2275,164,-0.02,Matt Maloney,Jason Terry,Matt Maloney + Jason Terry
179,677,-36,2213,175,-0.02,Bryant Stith,Eric Williams,Bryant Stith + Eric Williams
193,896,-51,2153,153,-0.02,Anthony Mason,Tim Hardaway,Anthony Mason + Tim Hardaway
1501,679,-37,2139,158,-0.02,Tim Thomas,Jason Caffey,Tim Thomas + Jason Caffey
1495,198,-37,2125,162,-0.02,Tim Duncan,Danny Ferry,Tim Duncan + Danny Ferry
1112,2043,-35,2092,151,-0.02,Ben Wallace,Mateen Cleaves,Ben Wallace + Mateen Cleaves
1709,1838,-47,2091,131,-0.02,Michael Olowokandi,Tyrone Nesby,Michael Olowokandi + Tyrone Nesby
1885,2032,-32,2040,137,-0.02,Lamar Odom,Darius Miles,Lamar Odom + Darius Miles
1733,397,-47,1980,149,-0.02,Al Harrington,Reggie Miller,Al Harrington + Reggie Miller
2059,714,-43,1973,139,-0.02,Eduardo Najera,Michael Finley,Eduardo Najera + Michael Finley
1717,2059,-36,1950,146,-0.02,Dirk Nowitzki,Eduardo Najera,Dirk Nowitzki + Eduardo Najera
1712,302,-31,1896,113,-0.02,Antawn Jamison,Mookie Blaylock,Antawn Jamison + Mookie Blaylock
208,679,-30,1869,121,-0.02,Sam Cassell,Jason Caffey,Sam Cassell + Jason Caffey
1733,365,-44,1843,151,-0.02,Al Harrington,Derrick McKey,Al Harrington + Derrick McKey
469,695,-30,1839,136,-0.02,Jamal Mashburn,Eldridge Recasner,Jamal Mashburn + Eldridge Recasner
1074,673,-35,1837,136,-0.02,Matt Maloney,Alan Henderson,Matt Maloney + Alan Henderson
121,2106,-35,1755,118,-0.02,Patrick Ewing,Ruben Wolkowyski,Patrick Ewing + Ruben Wolkowyski
1505,1899,-28,1728,104,-0.02,Tariq Abdul-Wahad,James Posey,Tariq Abdul-Wahad + James Posey
1885,2047,-28,1726,118,-0.02,Lamar Odom,Quentin Richardson,Lamar Odom + Quentin Richardson
1500,1736,-27,1723,125,-0.02,Ron Mercer,Corey Benjamin,Ron Mercer + Corey Benjamin
224,258,-33,1691,110,-0.02,Eddie Jones,Brian Grant,Eddie Jones + Brian Grant
1886,365,-31,1664,151,-0.02,Jonathan Bender,Derrick McKey,Jonathan Bender + Derrick McKey
1544,2035,-33,1636,138,-0.02,Chris Crawford,DerMarr Johnson,Chris Crawford + DerMarr Johnson
1889,441,-26,1613,86,-0.02,Andre Miller,Lamond Murray,Andre Miller + Lamond Murray
1005,1508,-30,1596,88,-0.02,Walt Williams,Maurice Taylor,Walt Williams + Maurice Taylor
458,93,-28,1574,132,-0.02,Howard Eisley,Hubert Davis,Howard Eisley + Hubert Davis
123,1721,-29,1530,120,-0.02,Robert Pack,Keon Clark,Robert Pack + Keon Clark
